house_id,source_dataset,timestamp,date,slot_index,aggregate,active_appliance_count,burst_event_count,is_weekend,is_observed_point,is_imputed_point,is_unresolved_point,is_clipped_point,imputed_ratio,clipped_points
refit_5,refit,2013-12-28 00:00:00,2013-12-28,0,273.54615384615386,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 00:15:00,2013-12-28,1,264.650406504065,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 00:30:00,2013-12-28,2,308.9217391304348,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 00:45:00,2013-12-28,3,269.56060606060606,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 01:00:00,2013-12-28,4,289.6587301587302,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 01:15:00,2013-12-28,5,289.85833333333335,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 01:30:00,2013-12-28,6,268.228813559322,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 01:45:00,2013-12-28,7,268.6991869918699,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 02:00:00,2013-12-28,8,281.2719298245614,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 02:15:00,2013-12-28,9,263.0,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 02:30:00,2013-12-28,10,272.739837398374,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 02:45:00,2013-12-28,11,277.8359375,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 03:00:00,2013-12-28,12,256.06299212598424,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 03:15:00,2013-12-28,13,252.86046511627907,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 03:30:00,2013-12-28,14,283.503937007874,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 03:45:00,2013-12-28,15,255.5,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 04:00:00,2013-12-28,16,272.73015873015873,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 04:15:00,2013-12-28,17,268.84,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 04:30:00,2013-12-28,18,256.258064516129,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 04:45:00,2013-12-28,19,249.34057971014497,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 05:00:00,2013-12-28,20,436.40441176470586,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 05:15:00,2013-12-28,21,378.44,1.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 05:30:00,2013-12-28,22,409.77272727272725,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 05:45:00,2013-12-28,23,353.97435897435895,1.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 06:00:00,2013-12-28,24,417.2769230769231,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 06:15:00,2013-12-28,25,361.60869565217394,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 06:30:00,2013-12-28,26,378.4375,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 06:45:00,2013-12-28,27,354.9516129032258,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 07:00:00,2013-12-28,28,375.00763358778624,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 07:15:00,2013-12-28,29,376.991452991453,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 07:30:00,2013-12-28,30,425.8347107438017,3.0,1.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 07:45:00,2013-12-28,31,491.6209677419355,3.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 08:00:00,2013-12-28,32,416.9268292682927,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 08:15:00,2013-12-28,33,1565.3504273504273,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 08:30:00,2013-12-28,34,1577.0873786407767,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 08:45:00,2013-12-28,35,608.9827586206897,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 09:00:00,2013-12-28,36,649.7627118644068,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 09:15:00,2013-12-28,37,673.2450980392157,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 09:30:00,2013-12-28,38,691.8888888888889,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 09:45:00,2013-12-28,39,780.0403225806451,3.0,1.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 10:00:00,2013-12-28,40,2033.070796460177,5.0,2.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 10:15:00,2013-12-28,41,1948.752380952381,5.0,2.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 10:30:00,2013-12-28,42,1377.453781512605,3.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 10:45:00,2013-12-28,43,823.4590163934427,3.0,1.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 11:00:00,2013-12-28,44,687.1074380165289,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 11:15:00,2013-12-28,45,1763.190476190476,3.0,1.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 11:30:00,2013-12-28,46,1575.51376146789,2.0,1.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 11:45:00,2013-12-28,47,3683.853448275862,5.0,3.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 12:00:00,2013-12-28,48,4534.991452991453,4.0,1.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 12:15:00,2013-12-28,49,2064.048076923077,5.0,1.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 12:30:00,2013-12-28,50,1814.01652892562,3.0,4.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 12:45:00,2013-12-28,51,3313.0095238095237,4.0,4.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 13:00:00,2013-12-28,52,1912.0210526315789,5.0,5.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 13:15:00,2013-12-28,53,1799.161904761905,5.0,3.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 13:30:00,2013-12-28,54,1618.8350515463917,4.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 13:45:00,2013-12-28,55,2413.45,5.0,4.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 14:00:00,2013-12-28,56,1888.909090909091,5.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 14:15:00,2013-12-28,57,2246.019801980198,5.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 14:30:00,2013-12-28,58,2402.463157894737,5.0,3.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 14:45:00,2013-12-28,59,2320.698113207547,5.0,4.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 15:00:00,2013-12-28,60,2871.9,5.0,2.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 15:15:00,2013-12-28,61,3233.8347826086956,5.0,1.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 15:30:00,2013-12-28,62,2171.1481481481483,4.0,1.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 15:45:00,2013-12-28,63,2715.7946428571427,5.0,2.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 16:00:00,2013-12-28,64,2048.855769230769,3.0,1.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 16:15:00,2013-12-28,65,2194.818181818182,4.0,1.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 16:30:00,2013-12-28,66,2168.7549019607845,4.0,1.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 16:45:00,2013-12-28,67,2008.966101694915,3.0,1.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 17:00:00,2013-12-28,68,2823.222222222222,3.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 17:15:00,2013-12-28,69,980.9122807017544,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 17:30:00,2013-12-28,70,919.1111111111112,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 17:45:00,2013-12-28,71,938.9186046511628,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 18:00:00,2013-12-28,72,948.6422018348624,3.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 18:15:00,2013-12-28,73,935.980198019802,3.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 18:30:00,2013-12-28,74,928.018691588785,3.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 18:45:00,2013-12-28,75,931.4,3.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 19:00:00,2013-12-28,76,1628.1287128712872,4.0,1.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 19:15:00,2013-12-28,77,965.5044247787612,3.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 19:30:00,2013-12-28,78,927.4628099173552,3.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 19:45:00,2013-12-28,79,922.6176470588236,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 20:00:00,2013-12-28,80,948.394495412844,3.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 20:15:00,2013-12-28,81,930.9252336448598,3.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 20:30:00,2013-12-28,82,880.4,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 20:45:00,2013-12-28,83,1396.2212389380531,5.0,1.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 21:00:00,2013-12-28,84,2951.026086956522,5.0,1.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 21:15:00,2013-12-28,85,2382.725490196078,5.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 21:30:00,2013-12-28,86,1958.0441176470588,5.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 21:45:00,2013-12-28,87,1685.4,4.0,1.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 22:00:00,2013-12-28,88,1671.6290322580646,4.0,1.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 22:15:00,2013-12-28,89,742.495145631068,4.0,1.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 22:30:00,2013-12-28,90,602.7981651376147,3.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 22:45:00,2013-12-28,91,402.3828125,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 23:00:00,2013-12-28,92,593.4051724137931,2.0,0.0,1,1,0,0,0,0.0,0
refit_5,refit,2013-12-28 23:15:00,2013-12-28,93,1192.1367521367522,2.0,0.0,1,1,0,0,0,0.0,0
